,id,name,area_name,salary_from,salary_to,salary_ccy,salary_gross
1312,38330298,Специалист службы поддержки пользователей,Нальчик,13000.0,,RUR,1.0
1313,38330300,Специалист службы поддержки пользователей,Шахты,13000.0,,RUR,1.0
1314,38330301,Специалист службы поддержки пользователей,Королев,13000.0,,RUR,1.0
1315,38330302,Специалист службы поддержки пользователей,Йошкар-Ола,13000.0,,RUR,1.0
1316,38330305,Специалист службы поддержки пользователей,Рязань,13000.0,,RUR,1.0
1317,38330306,Специалист службы поддержки пользователей,Благовещенск (Амурская область),13000.0,,RUR,1.0
1318,38330309,Специалист службы поддержки пользователей,Тула,13000.0,,RUR,1.0
1319,38330313,Специалист службы поддержки пользователей,Тверь,13000.0,,RUR,1.0
1320,38330316,Специалист службы поддержки пользователей,Ярославль,13000.0,,RUR,1.0
1321,38330317,Специалист службы поддержки пользователей,Тамбов,13000.0,,RUR,1.0
1322,38330320,Специалист службы поддержки пользователей,Липецк,13000.0,,RUR,1.0
1323,38330321,Специалист службы поддержки пользователей,Брянск,13000.0,,RUR,1.0
1324,38330322,Специалист службы поддержки пользователей,Владимир,13000.0,,RUR,1.0
1325,38330324,Специалист службы поддержки пользователей,Иваново (Ивановская область),13000.0,,RUR,1.0
1326,38330325,Специалист службы поддержки пользователей,Калуга,13000.0,,RUR,1.0
1327,38330326,Специалист службы поддержки пользователей,Кострома,13000.0,,RUR,1.0
1328,38330327,Специалист службы поддержки пользователей,Смоленск,13000.0,,RUR,1.0
1329,38330329,Специалист службы поддержки пользователей,Екатеринбург,13000.0,,RUR,1.0
1330,38330330,Специалист службы поддержки пользователей,Нижний Новгород,13000.0,,RUR,1.0
1331,38330332,Специалист службы поддержки пользователей,Улан-Удэ,13000.0,,RUR,1.0
1332,38330333,Специалист службы поддержки пользователей,Орел,13000.0,,RUR,1.0
1333,38330334,Специалист службы поддержки пользователей,Чита,13000.0,,RUR,1.0
1334,38330337,Специалист службы поддержки пользователей,Красноярск,13000.0,,RUR,1.0
1335,38330338,Специалист службы поддержки пользователей,Воронеж,13000.0,,RUR,1.0
1336,38330340,Специалист службы поддержки пользователей,Волгоград,13000.0,,RUR,1.0
1337,38338783,Программист 1С,Саратов,25000.0,35000.0,RUR,0.0
1343,38363171,Программист 1С,Москва,160000.0,,RUR,0.0
1345,38369872,QA Engineer,Москва,170000.0,,RUR,0.0
1357,38402166,Middle QA Automation (JavaScript) Engineer,Воронеж,,,,
1359,38408586,DWH: Разработчик BI,Москва,,,,
1362,38414376,Java developer,Москва,,,,
1368,38452193,PHP разработчик framework yii2 (CRM),Кострома,,,,
1369,38455239,Python-разработчик (команда финансового ассистента Олега),Екатеринбург,,,,
1370,38478451,Инженер-разработчик (электронных устройств),Новосибирск,,,,
1544,38503954,Программист PHP (Битрикс) Middle,Барнаул,65000.0,105000.0,RUR,0.0
1545,38503974,Программист PHP (Laravel / Zend Framework / Yii) Middle,Барнаул,65000.0,115000.0,RUR,0.0
1547,38519925,Тестировщик ПО/QA Инженер,Ростов-на-Дону,50000.0,,RUR,0.0
1548,38520436,Системный аналитик (Junior/Middle) (Мск),Москва,,,,
1549,38520437,Системный аналитик (Intern / Junior) (Уфа),Уфа,,,,
1551,38541780,Системный аналитик,Чебоксары,50000.0,,RUR,1.0
1555,38545825,Flutter разработчик,Самара,,,,
1556,38552739,Middle iOS ‎разработчик,Самара,,,,
1559,38565769,Системный аналитик DWH (удаленно),Москва,,,,
1560,38567339,Аудитор информационной безопасности (Пентестер),Санкт-Петербург,,,,
1563,38591002,Разработчик баз данных Oracle Pl/SQL,Ростов-на-Дону,,150000.0,RUR,0.0
1564,38594607,Automation QA,Москва,,,,
1565,38594897,Backend developer,Москва,,,,
1566,38594908,Разработчик T-SQL,Москва,,,,
1567,38597036,QA Engineer,Москва,,,,
1569,38618946,Product Analyst,Москва,,,,
1570,38623579,Разработчик AI (поведение игрового юнита),Москва,,150000.0,RUR,0.0
1572,38634099,Инженер-программист,Екатеринбург,65000.0,75000.0,RUR,1.0
1573,38634129,Программист C++ (системы вооружения),Москва,,,,
1574,38642887,Web QA,Тольятти,,,,
1577,38655151,PHP developer,Санкт-Петербург,,,,
1578,38666107,Erlang/Elixir developer,Новосибирск,,,,
1580,38673507,Бизнес-аналитик/Project Manager,Воронеж,70000.0,,RUR,1.0
1586,38708087,Ведущий разработчик (внедрение новой корпоративной системы),Москва,,,,
1596,38752352,Ведущий разработчик С++ (Linux),Москва,,230000.0,RUR,1.0
1597,38753448,Бизнес-аналитик,Пермь,,,,
1598,38753471,IOS разработчик (Swift),Пермь,,,,
