,employer_name,conditions
3631,vc.ru,Гибкий график
3632,web-2a,Удаленка/гибрид
3633,web-студия AXI,Оформление по ТК
3634,wenglor RUS,Гибкий график
3635,xCritical Software,Agile-команда
3636,xCritical Software,Гибкий график
3637,xCritical Software,Корпоративный спорт
3638,xCritical Software,Оформление по ТК
3639,xCritical Software,Удаленка/гибрид
3640,xpate,Гибкий график
3641,xpate,Удаленка/гибрид
3642,«DynamicSun LLC»,Гибкий график
3643,«АКП-Техно»,Корпоративный мобильный
3644,«Аксиома-Софт»,Оформление по ТК
3645,«Альта»,Гибкий график
3646,«Альта»,Корпоративный спорт
3647,«Баланс-Платформа»,Agile-команда
3648,«Баланс-Платформа»,ДМС
3649,«Баланс-Платформа»,Удаленка/гибрид
3650,«Инносети»,Гибкий график
3651,«Инносети»,ДМС
3652,«Инносети»,Корпоративный мобильный
3653,«Крафтвэй корпорэйшн ПЛС»,Корпоративный спорт
3654,«Мелстон-Сервис»,Оформление по ТК
3655,«Мелстон-Сервис»,Удаленка/гибрид
3656,«НПП ТЕЛДА»,Профессиональный рост
3657,«ОТИСИФАРМ»,ДМС
3658,«ПИТ-ПРОДУКТ»,Оформление по ТК
3659,«ПОБЕДА» Торговая Группа,Оформление по ТК
3660,«ПОБЕДА» Торговая Группа,Удаленка/гибрид
3661,«Предприятие «ЭЛТЕКС»,Agile-команда
3662,«Предприятие «ЭЛТЕКС»,Корпоративный спорт
3663,«Предприятие «ЭЛТЕКС»,Оформление по ТК
3664,«Предприятие «ЭЛТЕКС»,Удаленка/гибрид
3665,«РАСТР—технология»,Оформление по ТК
3666,«ТНС энерго Нижний Новгород»,Корпоративный мобильный
3667,«ЦЕНТР ЮРИ»,Оформление по ТК
3668,Ё-ТАКСИ,Удаленка/гибрид
3669,Ёлва,Гибкий график
3670,Ёлва,Оформление по ТК
3671,Ёлва,Удаленка/гибрид
3672,А+С Транспроект,Корпоративный спорт
3673,А-ЛАЙН,Корпоративный спорт
3674,А-ЛАЙН,Оформление по ТК
3675,А-Мобайл,Гибкий график
3676,А-План,Оформление по ТК
3677,А-Техникс,Корпоративный спорт
3678,А.Д.С.,Гибкий график
3679,А.И.С. Телеком,Оформление по ТК
3680,А.И.С. Телеком,Удаленка/гибрид
3681,А.С.-АВТО,Удаленка/гибрид
3682,А1 Системс,Agile-команда
3683,А1 Системс,Корпоративный спорт
3684,А101,ДМС
3685,А101,Корпоративный спорт
3686,А101,Профессиональный рост
3687,А101,Удаленка/гибрид
3688,А17,Удаленка/гибрид
3689,ААА ФинЛига,Удаленка/гибрид
3690,АБК,Agile-команда
3691,АБК,Гибкий график
3692,АБК,Корпоративный мобильный
3693,АБК,Корпоративный спорт
3694,АБК,Оформление по ТК
3695,АБК,Профессиональный рост
3696,АБК,Удаленка/гибрид
3697,АБН,Оформление по ТК
3698,АБР,Профессиональный рост
3699,АБР,Удаленка/гибрид
3700,АБР Менеджмент,Корпоративный мобильный
3701,АБР Тех,Удаленка/гибрид
3702,АБСОЛЮТ БАНК,Корпоративный спорт
3703,АБСОЛЮТ СБ+,Корпоративный спорт
3704,"АБСОЛЮТ, Группа",Agile-команда
3705,"АБСОЛЮТ, Группа",Гибкий график
3706,"АБСОЛЮТ, Группа",Корпоративный спорт
3707,"АБСОЛЮТ, Группа",Оформление по ТК
3708,АВАНТ,Agile-команда
3709,АВАНТ,Корпоративный мобильный
3710,АВАНТ,Корпоративный спорт
3711,АВАНТЕЛ,Корпоративный спорт
3712,АВИАОК,Гибкий график
3713,АВИАОК,Профессиональный рост
3714,АВИАХЭЛП,Корпоративный спорт
3715,АВК-Коммьюникейшнз,Agile-команда
3716,АВК-Коммьюникейшнз,Гибкий график
3717,АВС-Софт,Удаленка/гибрид
3718,АВТОВАЗТРАНС,Оформление по ТК
3719,АВТОДОМ,Корпоративный спорт
3720,АВТОДОМ,Удаленка/гибрид
3721,"АВТОМИР, ГК",Оформление по ТК
3722,"АВТОМИР, ГК",Удаленка/гибрид
3723,АВТОНАВИКС,Корпоративный спорт
3724,АВТОНАВИКС,Оформление по ТК
3725,АВТОНАВИКС,Удаленка/гибрид
3726,АВТОПОЛЕ,Гибкий график
3727,АВТОПОЛЕ,ДМС
3728,АВТОПОЛЕ,Корпоративный спорт
3729,АВТОПОЛЕ,Оформление по ТК
3730,АВТОР,Гибкий график
3731,АВТОР,Корпоративный спорт
3732,АВТОРАЙ,Корпоративный спорт
3733,АВТОСЕТЬ.РФ,Оформление по ТК
3734,АВТОСЕТЬ.РФ,Удаленка/гибрид
3735,АВТОЭЛЕКТРОНИКА,Корпоративный мобильный
3736,"АВТОграф, ТД",Удаленка/гибрид
3737,"АГАТ, Управляющая компания",Оформление по ТК
3738,АГМ СЕРВИС,Оформление по ТК
3739,АДВ,ДМС
3740,АДВ,Корпоративный спорт
3741,АДВ,Оформление по ТК
3742,АДВ,Удаленка/гибрид
3743,"АДЕПТ, Группа компаний",Agile-команда
3744,"АДЕПТ, Группа компаний",Гибкий график
3745,"АДЕПТ, Группа компаний",Корпоративный спорт
3746,"АДЕПТ, Группа компаний",Оформление по ТК
3747,"АДЕПТ, Группа компаний",Профессиональный рост
3748,"АДЕПТ, Группа компаний",Удаленка/гибрид
3749,АЕДОН,Профессиональный рост
3750,АЗИМУТ СОФТ,Оформление по ТК
3751,АЗИЯ ТРЕЙД,Оформление по ТК
3752,АЗС ИРБИС,Оформление по ТК
3753,АЗС ИРБИС,Удаленка/гибрид
3754,АИС Роботикс,Гибкий график
3755,АЙ ТИ ОНТАЙМ,Корпоративный спорт
3756,АЙ ТИ ОНТАЙМ,Профессиональный рост
3757,АЙРО,Оформление по ТК
3758,АЙРО,Удаленка/гибрид
3759,АЙСБЕРРИ,Корпоративный мобильный
3760,АЙСБЕРРИ,Оформление по ТК
3761,АЙТИ ГУРУ,Удаленка/гибрид
3762,АЙТИ ТЕСТ,Корпоративный спорт
3763,АЙТИ ТЕСТ,Оформление по ТК
3764,АЙТИ ТЕСТ,Профессиональный рост
3765,АЙТИ ТЕСТ,Удаленка/гибрид
3766,АЙТИВЕБНЕТ,Agile-команда
3767,АЙТИВЕБНЕТ,Корпоративный спорт
3768,АЙТИВЕБНЕТ,Оформление по ТК
3769,АЙТИВЕБНЕТ,Удаленка/гибрид
3770,АЙФЭЛЛ,Agile-команда
3771,АЙФЭЛЛ,Гибкий график
3772,АЙФЭЛЛ,ДМС
3773,АЙФЭЛЛ,Удаленка/гибрид
3774,АК АЛРОСА,Корпоративный спорт
3775,АК БАРС ДОМ,Корпоративный спорт
3776,АК БАРС СТРАХОВАНИЕ,Оформление по ТК
3777,АК ВНЗМ,Удаленка/гибрид
3778,АК ЭНЕРГИЯ,Оформление по ТК
3779,АК-МТ-ЦФО,Корпоративный спорт
3780,АК-МТ-ЦФО,Оформление по ТК
3781,АКАДО Телеком,Корпоративный мобильный
3782,АКАДО Телеком,Корпоративный спорт
3783,АКАДО Телеком,Оформление по ТК
3784,АКАДО Телеком,Профессиональный рост
3785,АКАДО Телеком,Удаленка/гибрид
3786,АКАМ,Гибкий график
3787,АКБ «ЦентроКредит»,Удаленка/гибрид
3788,АКГУП Аптеки Алтая,Корпоративный спорт
3789,АКГУП Аптеки Алтая,Удаленка/гибрид
3790,АКРИХИН,Agile-команда
3791,АКРИХИН,ДМС
3792,АКРИХИН,Корпоративный мобильный
3793,АКРИХИН,Профессиональный рост
3794,АКРИХИН,Удаленка/гибрид
3795,АКСИОМА,Оформление по ТК
3796,АКСИС ПРО,Agile-команда
3797,АКСИС ПРО,Удаленка/гибрид
3798,АКСИТЕХ,Гибкий график
3799,АКСИТЕХ,Корпоративный спорт
3800,АКСИТЕХ,Удаленка/гибрид
3801,АКТИВ ПЛЮС,Оформление по ТК
3802,АКТИВИТИ ГРУПП,Гибкий график
3803,АКТИВИТИ ГРУПП,Удаленка/гибрид
3804,АЛ5,Корпоративный спорт
3805,АЛАНТЕРА,Удаленка/гибрид
